avgpathtokenlen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,CharacterContinuityRate,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,Entropy_Domain,class
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.113,0.132,0.152,0.834,spam
2.667,0.794,0.68,5.077,0.134,5.923,0.857,0.539,0.072,0.079,0.091,0.834,spam
2.667,0.77,0.66,4.125,0.16,4.813,0.857,0.625,0.01,0.013,0.015,0.75,Defacement
2.667,0.786,0.674,4.714,0.143,5.5,0.857,0.786,0.031,0.04,0.046,0.963,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.308,0.031,0.04,0.046,0.818,Defacement
2.667,0.753,0.644,3.611,0.178,4.222,0.855,0.333,0.04,0.053,0.062,0.857,Defacement
2.667,0.745,0.637,3.421,0.186,4,0.855,0.368,0.059,0.08,0.092,0.842,Defacement
2.667,0.768,0.657,4.063,0.162,4.75,0.855,0.375,0.111,0.147,0.169,0.969,spam
2.667,0.768,0.657,4.063,0.162,4.75,0.855,0.375,0.04,0.053,0.062,0.777,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.029,0.04,0.046,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.029,0.04,0.046,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.029,0.04,0.046,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.029,0.04,0.046,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.029,0.04,0.046,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.738,0.631,3.25,0.194,3.8,0.855,0.4,0.019,0.027,0.031,0.789,Defacement
2.667,0.685,0.586,2.321,0.252,2.714,0.855,0.429,0.018,0.027,0.031,0.73,Defacement
2.667,0.731,0.625,3.095,0.202,3.619,0.855,0.524,0.048,0.067,0.077,0.832,Defacement
2.667,0.731,0.625,3.095,0.202,3.619,0.855,0.524,0.029,0.04,0.046,0.832,Defacement
2.667,0.731,0.625,3.095,0.202,3.619,0.855,0.524,0.029,0.04,0.046,0.78,Defacement
2.667,0.745,0.637,3.421,0.186,4,0.855,0.526,0.069,0.093,0.108,0.758,Defacement
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.104,0.12,0.139,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.063,0.067,0.077,0.834,spam
2.667,0.792,0.677,5,0.135,5.846,0.855,0.539,0.063,0.067,0.077,0.834,spam
2.667,0.724,0.619,2.955,0.21,3.455,0.855,0.546,0.038,0.053,0.062,0.829,Defacement
2.667,0.724,0.619,2.955,0.21,3.455,0.855,0.546,0.038,0.053,0.062,0.829,Defacement
2.667,0.724,0.619,2.955,0.21,3.455,0.855,0.546,0.038,0.053,0.062,0.829,Defacement
2.667,0.768,0.657,4.063,0.162,4.75,0.855,0.625,0.04,0.053,0.062,0.895,Defacement
2.667,0.768,0.657,4.063,0.162,4.75,0.855,0.625,0.01,0.013,0.015,0.75,Defacement
2.667,0.784,0.67,4.643,0.144,5.429,0.855,0.786,0.041,0.053,0.062,0.963,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.308,0.021,0.027,0.031,0.818,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.333,0.03,0.041,0.047,0.857,Defacement
2.667,0.743,0.634,3.368,0.188,3.947,0.853,0.368,0.059,0.081,0.094,0.842,Defacement
2.667,0.743,0.634,3.368,0.188,3.947,0.853,0.368,0.059,0.081,0.094,0.842,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.735,0.628,3.2,0.196,3.75,0.853,0.4,0.02,0.027,0.031,0.789,Defacement
2.667,0.682,0.582,2.286,0.255,2.679,0.853,0.429,0.036,0.054,0.063,0.73,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.444,0.05,0.068,0.078,0.783,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.728,0.621,3.048,0.204,3.571,0.853,0.524,0.039,0.054,0.063,0.832,Defacement
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.105,0.122,0.141,0.834,spam
2.667,0.79,0.674,4.923,0.137,5.769,0.853,0.539,0.095,0.108,0.125,0.834,spam
2.667,0.721,0.615,2.909,0.212,3.409,0.853,0.546,0.039,0.054,0.063,0.829,Defacement
2.667,0.721,0.615,2.909,0.212,3.409,0.853,0.546,0.039,0.054,0.063,0.829,Defacement
2.667,0.765,0.653,4,0.163,4.688,0.853,0.625,0.041,0.054,0.063,0.82,Defacement
2.667,0.765,0.653,4,0.163,4.688,0.853,0.625,0.041,0.054,0.063,0.82,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.75,0.64,3.556,0.18,4.167,0.853,0.667,0.05,0.068,0.078,0.84,Defacement
2.667,0.743,0.634,3.368,0.188,3.947,0.853,0.684,0.03,0.041,0.047,0.808,Defacement
2.667,0.743,0.634,3.368,0.188,3.947,0.853,0.684,0.03,0.041,0.047,0.808,Defacement
2.667,0.743,0.634,3.368,0.188,3.947,0.853,0.684,0.03,0.041,0.047,0.808,Defacement
2.667,0.714,0.61,2.783,0.219,3.261,0.853,0.696,0.019,0.027,0.031,0.721,Defacement
2.667,0.781,0.667,4.571,0.146,5.357,0.853,0.786,0.031,0.041,0.047,0.963,Defacement
2.667,0.67,0.571,2.133,0.268,2.5,0.853,0.9,0.027,0.041,0.047,0.798,Defacement
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.308,0.053,0.069,0.079,0.818,Defacement
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.308,0.053,0.069,0.079,0.818,Defacement
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.308,0.053,0.069,0.079,0.818,Defacement
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.308,0.053,0.069,0.079,0.818,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.832,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.039,0.055,0.064,0.78,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.029,0.041,0.048,0.832,Defacement
2.667,0.726,0.618,3,0.206,3.524,0.851,0.524,0.029,0.041,0.048,0.832,Defacement
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
2.667,0.787,0.67,4.846,0.138,5.692,0.851,0.539,0.096,0.11,0.127,0.834,spam
