domain_token_count,avgdomaintokenlen,tld,domainlength,pathurlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,NumberofDotsinURL,CharacterContinuityRate,host_letter_count,LongestPathTokenLength,SymbolCount_Domain,Entropy_Domain,class
2.00,4.00,2.00,9.00,0.66,0.22,0.19,3.44,2.00,0.67,8.00,9.00,1.00,1.00,phishing
3.00,5.67,3.00,19.00,0.45,0.11,0.40,1.11,3.00,0.42,16.00,15.00,2.00,0.83,phishing
2.00,7.50,2.00,16.00,0.51,0.13,0.34,1.50,2.00,0.75,15.00,8.00,1.00,0.81,phishing
3.00,7.33,3.00,24.00,0.34,0.08,0.51,0.67,2.00,0.46,22.00,8.00,2.00,0.78,phishing
3.00,6.00,3.00,20.00,0.43,0.10,0.43,1.00,3.00,0.35,17.00,5.00,2.00,0.80,phishing
3.00,7.67,3.00,25.00,0.32,0.08,0.53,0.60,3.00,0.52,23.00,10.00,2.00,0.76,phishing
2.00,6.50,2.00,14.00,0.55,0.14,0.30,1.86,2.00,0.79,13.00,19.00,1.00,0.87,phishing
3.00,12.33,3.00,39.00,0.02,0.05,0.83,0.03,2.00,0.69,37.00,0.00,2.00,0.73,phishing
4.00,4.75,4.00,22.00,0.38,0.09,0.47,0.82,3.00,0.59,16.00,9.00,3.00,0.81,phishing
3.00,6.00,3.00,20.00,0.43,0.10,0.43,1.00,3.00,0.65,16.00,8.00,2.00,0.83,phishing
2.00,3.50,2.00,8.00,0.68,0.25,0.17,4.00,2.00,0.75,7.00,9.00,1.00,0.92,phishing
3.00,12.33,3.00,39.00,0.02,0.05,0.83,0.03,2.00,0.85,37.00,0.00,2.00,0.76,phishing
2.00,9.50,2.00,20.00,0.43,0.10,0.43,1.00,1.00,0.90,19.00,8.00,1.00,0.82,phishing
4.00,9.00,4.00,39.00,0.02,0.05,0.83,0.03,3.00,0.51,29.00,0.00,3.00,0.84,phishing
3.00,7.33,3.00,24.00,0.34,0.08,0.51,0.67,3.00,0.33,20.00,7.00,2.00,0.84,phishing
3.00,7.33,3.00,24.00,0.34,0.08,0.51,0.67,3.00,0.33,20.00,7.00,2.00,0.84,phishing
3.00,7.33,3.00,24.00,0.34,0.08,0.51,0.67,3.00,0.33,20.00,7.00,2.00,0.84,phishing
2.00,12.00,2.00,25.00,0.32,0.08,0.53,0.60,3.00,0.92,24.00,6.00,1.00,0.73,phishing
2.00,9.00,2.00,19.00,0.45,0.11,0.40,1.11,2.00,0.84,18.00,10.00,1.00,0.80,phishing
3.00,8.33,3.00,27.00,0.28,0.07,0.57,0.48,3.00,0.78,25.00,4.00,2.00,0.78,phishing
3.00,9.00,3.00,29.00,0.23,0.07,0.62,0.38,3.00,0.41,26.00,5.00,2.00,0.73,phishing
2.00,6.00,2.00,13.00,0.57,0.15,0.28,2.08,1.00,0.77,12.00,8.00,1.00,0.83,phishing
3.00,12.33,3.00,39.00,0.02,0.05,0.83,0.03,2.00,0.41,26.00,0.00,2.00,0.83,phishing
2.00,8.00,2.00,17.00,0.49,0.12,0.36,1.35,3.00,0.88,16.00,8.00,1.00,0.79,phishing
4.00,6.50,4.00,29.00,0.23,0.07,0.62,0.38,4.00,0.59,26.00,5.00,3.00,0.75,phishing
2.00,8.00,2.00,17.00,0.49,0.12,0.36,1.35,2.00,0.82,16.00,7.00,1.00,0.88,phishing
2.00,8.50,2.00,18.00,0.47,0.11,0.38,1.22,2.00,0.89,17.00,5.00,1.00,0.95,phishing
3.00,5.33,3.00,18.00,0.47,0.11,0.38,1.22,3.00,0.50,16.00,16.00,2.00,0.83,phishing
4.00,7.00,4.00,31.00,0.19,0.06,0.66,0.29,4.00,0.61,28.00,4.00,3.00,0.80,phishing
3.00,5.33,3.00,18.00,0.47,0.11,0.38,1.22,3.00,0.67,16.00,8.00,2.00,0.85,phishing
2.00,4.50,2.00,10.00,0.64,0.20,0.21,3.00,2.00,0.70,9.00,20.00,1.00,0.82,phishing
5.00,4.80,5.00,28.00,0.26,0.07,0.60,0.43,5.00,0.29,24.00,7.00,4.00,0.75,phishing
3.00,6.00,3.00,20.00,0.43,0.10,0.43,1.00,2.00,0.60,18.00,6.00,2.00,0.83,phishing
3.00,6.00,3.00,20.00,0.43,0.10,0.43,1.00,2.00,0.60,18.00,6.00,2.00,0.83,phishing
3.00,6.00,3.00,20.00,0.43,0.10,0.43,1.00,2.00,0.60,18.00,6.00,2.00,0.83,phishing
2.00,2.50,2.00,6.00,0.72,4.00,0.13,5.67,3.00,0.67,5.00,16.00,1.00,1.00,phishing
2.00,4.50,2.00,10.00,0.64,0.20,0.21,3.00,2.00,0.40,8.00,14.00,1.00,0.94,phishing
2.00,9.50,2.00,20.00,0.43,0.10,0.43,1.00,1.00,0.85,19.00,10.00,1.00,0.79,phishing
3.00,6.67,3.00,22.00,0.38,0.09,0.47,0.82,3.00,0.45,20.00,12.00,2.00,0.85,phishing
2.00,7.50,2.00,16.00,0.51,0.13,0.34,1.50,2.00,0.81,15.00,6.00,1.00,0.86,phishing
4.00,6.25,4.00,28.00,0.26,0.07,0.60,0.43,4.00,0.54,25.00,6.00,3.00,0.76,phishing
3.00,12.33,3.00,39.00,0.02,0.05,0.83,0.03,2.00,0.59,36.00,0.00,2.00,0.73,phishing
3.00,4.67,3.00,16.00,0.51,0.13,0.34,1.50,3.00,0.75,12.00,10.00,2.00,0.91,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,3.00,0.53,13.00,11.00,2.00,0.90,phishing
3.00,7.00,3.00,23.00,0.36,0.09,0.49,0.74,3.00,0.74,19.00,6.00,2.00,0.81,phishing
2.00,7.00,2.00,15.00,0.53,0.13,0.32,1.67,4.00,0.80,14.00,8.00,1.00,0.86,phishing
2.00,8.00,2.00,17.00,0.49,0.12,0.36,1.35,2.00,0.88,16.00,8.00,1.00,0.74,phishing
2.00,7.00,2.00,15.00,0.53,0.13,0.32,1.67,2.00,0.80,14.00,10.00,1.00,0.82,phishing
2.00,9.00,2.00,19.00,0.45,0.11,0.40,1.11,4.00,0.84,14.00,8.00,1.00,0.90,phishing
3.00,5.67,3.00,19.00,0.45,0.11,0.40,1.11,3.00,0.53,17.00,10.00,2.00,0.79,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,2.00,0.60,13.00,9.00,2.00,0.90,phishing
4.00,5.75,4.00,26.00,0.30,0.08,0.55,0.54,3.00,0.35,23.00,6.00,3.00,0.82,phishing
3.00,5.00,3.00,17.00,0.49,0.59,0.36,1.35,3.00,0.47,15.00,14.00,2.00,0.85,phishing
2.00,11.00,2.00,23.00,0.36,0.09,0.49,0.74,1.00,0.87,22.00,8.00,1.00,0.81,phishing
4.00,4.50,4.00,21.00,0.40,0.10,0.45,0.90,4.00,0.33,18.00,14.00,3.00,0.86,phishing
5.00,4.40,5.00,26.00,0.30,0.08,0.55,0.54,5.00,0.27,22.00,9.00,4.00,0.77,phishing
3.00,6.33,3.00,21.00,0.40,0.10,0.45,0.90,3.00,0.52,19.00,8.00,2.00,0.78,phishing
2.00,8.00,2.00,17.00,0.49,0.12,0.36,1.35,2.00,0.82,16.00,8.00,1.00,0.88,phishing
2.00,6.50,2.00,14.00,0.55,0.14,0.30,1.86,2.00,0.86,13.00,13.00,1.00,0.85,phishing
2.00,10.00,2.00,21.00,0.40,0.10,0.45,0.90,2.00,0.86,20.00,5.00,1.00,0.79,phishing
3.00,12.33,3.00,39.00,0.02,0.05,0.83,0.03,2.00,0.69,37.00,0.00,2.00,0.72,phishing
2.00,8.00,2.00,17.00,0.49,0.12,0.36,1.35,3.00,0.82,16.00,8.00,1.00,0.86,phishing
5.00,3.60,5.00,22.00,0.38,0.09,0.47,0.82,5.00,0.59,14.00,6.00,4.00,0.83,phishing
3.00,4.67,3.00,16.00,0.51,0.13,0.34,1.50,2.00,0.56,13.00,12.00,2.00,0.89,phishing
3.00,4.67,3.00,16.00,0.51,0.13,0.34,1.50,3.00,0.56,14.00,13.00,2.00,0.86,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,3.00,0.59,15.00,7.00,2.00,0.79,phishing
4.00,5.75,4.00,26.00,0.30,0.08,0.55,0.54,3.00,0.65,23.00,8.00,3.00,0.80,phishing
3.00,6.67,3.00,22.00,0.38,0.09,0.47,0.82,2.00,0.68,20.00,8.00,2.00,0.82,phishing
3.00,5.67,3.00,19.00,0.45,0.11,0.40,1.11,2.00,0.63,17.00,10.00,2.00,0.82,phishing
3.00,5.67,3.00,19.00,0.45,0.11,0.40,1.11,4.00,0.37,16.00,5.00,2.00,0.84,phishing
3.00,3.33,3.00,12.00,0.60,0.17,0.26,2.33,3.00,0.50,10.00,11.00,2.00,0.80,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,3.00,0.60,13.00,5.00,2.00,0.82,phishing
3.00,4.67,3.00,16.00,0.51,0.13,0.34,1.50,3.00,0.56,14.00,9.00,2.00,0.80,phishing
3.00,7.67,3.00,25.00,0.32,0.08,0.53,0.60,3.00,0.72,23.00,6.00,2.00,0.77,phishing
3.00,7.67,3.00,25.00,0.32,0.08,0.53,0.60,3.00,0.72,23.00,6.00,2.00,0.77,phishing
4.00,3.75,4.00,18.00,0.47,0.11,0.38,1.22,4.00,0.44,15.00,8.00,3.00,0.70,phishing
3.00,7.67,3.00,25.00,0.32,0.08,0.53,0.60,2.00,0.72,23.00,6.00,2.00,0.76,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,3.00,0.59,15.00,11.00,2.00,0.85,phishing
3.00,7.33,3.00,24.00,0.34,0.08,0.51,0.67,2.00,0.71,20.00,4.00,2.00,0.84,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,3.00,0.59,15.00,7.00,2.00,0.78,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,2.00,0.60,13.00,8.00,2.00,0.77,phishing
4.00,4.50,4.00,21.00,0.40,0.10,0.45,0.90,4.00,0.52,18.00,8.00,3.00,0.79,phishing
3.00,6.33,3.00,21.00,0.40,0.10,0.45,0.90,2.00,0.67,19.00,6.00,2.00,0.85,phishing
3.00,6.33,3.00,21.00,0.40,0.10,0.45,0.90,5.00,0.67,19.00,6.00,2.00,0.85,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,3.00,0.65,15.00,9.00,2.00,0.81,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,3.00,0.65,15.00,9.00,2.00,0.81,phishing
3.00,6.67,3.00,22.00,0.38,0.09,0.47,0.82,2.00,0.68,20.00,12.00,2.00,0.83,phishing
3.00,7.67,3.00,25.00,0.32,0.08,0.53,0.60,3.00,0.56,22.00,10.00,2.00,0.71,phishing
4.00,9.00,4.00,39.00,0.02,0.05,0.83,0.03,3.00,0.59,36.00,0.00,3.00,0.74,phishing
3.00,5.67,3.00,19.00,0.45,0.11,0.40,1.11,4.00,0.37,16.00,7.00,2.00,0.78,phishing
3.00,8.00,3.00,26.00,0.30,0.08,0.55,0.54,2.00,0.38,23.00,4.00,2.00,0.82,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,2.00,0.53,13.00,23.00,2.00,0.75,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,3.00,0.53,13.00,5.00,2.00,0.82,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,2.00,0.60,13.00,10.00,2.00,0.85,phishing
5.00,4.00,5.00,24.00,0.34,0.08,0.51,0.67,5.00,0.42,20.00,8.00,4.00,0.79,phishing
3.00,3.67,3.00,13.00,0.57,0.15,0.28,2.08,3.00,0.46,11.00,8.00,2.00,0.86,phishing
3.00,3.33,3.00,12.00,0.60,0.17,0.26,2.33,3.00,0.42,10.00,11.00,2.00,0.84,phishing
3.00,6.00,3.00,20.00,0.43,0.10,0.43,1.00,2.00,0.65,18.00,10.00,2.00,0.77,phishing
3.00,5.67,3.00,19.00,0.45,0.11,0.40,1.11,2.00,0.63,17.00,10.00,2.00,0.77,phishing
3.00,7.67,3.00,25.00,0.32,0.08,0.53,0.60,3.00,0.72,23.00,10.00,2.00,0.77,phishing
3.00,5.33,3.00,18.00,0.47,0.11,0.38,1.22,3.00,0.61,16.00,10.00,2.00,0.82,phishing
4.00,7.25,4.00,32.00,0.17,0.06,0.68,0.25,3.00,0.69,29.00,3.00,3.00,0.77,phishing
4.00,7.25,4.00,32.00,0.17,0.06,0.68,0.25,3.00,0.69,29.00,3.00,3.00,0.77,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,2.00,0.59,15.00,11.00,2.00,0.78,phishing
3.00,5.33,3.00,18.00,0.47,0.11,0.38,1.22,2.00,0.44,15.00,8.00,2.00,0.80,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,2.00,0.59,15.00,8.00,2.00,0.81,phishing
4.00,4.75,4.00,22.00,0.38,0.09,0.47,0.82,5.00,0.59,19.00,5.00,3.00,0.83,phishing
3.00,7.67,3.00,25.00,0.32,0.08,0.53,0.60,2.00,0.48,22.00,7.00,2.00,0.82,phishing
3.00,8.67,3.00,28.00,0.26,0.07,0.60,0.43,2.00,0.50,25.00,10.00,2.00,0.77,phishing
3.00,6.67,3.00,22.00,0.38,0.09,0.47,0.82,2.00,0.68,20.00,11.00,2.00,0.87,phishing
3.00,6.67,3.00,22.00,0.38,0.09,0.47,0.82,2.00,0.68,20.00,6.00,2.00,0.87,phishing
4.00,3.75,4.00,18.00,0.47,0.11,0.38,1.22,4.00,0.50,15.00,9.00,3.00,0.77,phishing
3.00,7.33,3.00,24.00,0.34,0.08,0.51,0.67,2.00,0.71,22.00,10.00,2.00,0.82,phishing
4.00,6.50,4.00,29.00,0.23,0.07,0.62,0.38,3.00,0.66,26.00,9.00,3.00,0.74,phishing
3.00,3.67,3.00,13.00,0.57,0.15,0.28,2.08,3.00,0.54,11.00,7.00,2.00,0.82,phishing
3.00,4.67,3.00,16.00,0.51,0.13,0.34,1.50,3.00,0.56,14.00,9.00,2.00,0.86,phishing
4.00,9.00,4.00,39.00,0.02,0.05,0.83,0.03,3.00,0.33,34.00,0.00,3.00,0.77,phishing
3.00,4.33,3.00,15.00,0.53,0.13,0.32,1.67,2.00,0.27,12.00,10.00,2.00,0.85,phishing
4.00,3.25,4.00,16.00,0.51,0.63,0.34,1.50,4.00,0.38,13.00,14.00,3.00,0.76,phishing
3.00,6.33,3.00,21.00,0.40,0.10,0.45,0.90,2.00,0.67,19.00,7.00,2.00,0.83,phishing
3.00,5.67,3.00,19.00,0.45,0.11,0.40,1.11,3.00,0.63,17.00,6.00,2.00,0.84,phishing
3.00,7.00,3.00,23.00,0.36,0.09,0.49,0.74,3.00,0.70,21.00,8.00,2.00,0.83,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,3.00,0.59,15.00,10.00,2.00,0.75,phishing
4.00,4.25,4.00,20.00,0.43,0.10,0.43,1.00,3.00,0.50,17.00,6.00,3.00,0.76,phishing
4.00,2.75,4.00,14.00,0.55,0.14,0.30,1.86,3.00,0.36,11.00,10.00,3.00,0.78,phishing
3.00,5.00,3.00,17.00,0.49,0.12,0.36,1.35,2.00,0.59,15.00,11.00,2.00,0.82,phishing
3.00,6.33,3.00,21.00,0.40,0.10,0.45,0.90,2.00,0.67,19.00,6.00,2.00,0.85,phishing
3.00,6.33,3.00,21.00,0.40,0.10,0.45,0.90,3.00,0.67,19.00,5.00,2.00,0.83,phishing
5.00,4.40,5.00,26.00,0.28,0.08,0.57,0.50,5.00,0.50,14.00,8.00,4.00,0.81,phishing
3.00,6.67,3.00,22.00,0.37,0.09,0.48,0.77,2.00,0.36,19.00,9.00,2.00,0.77,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,2.00,0.65,15.00,15.00,2.00,0.85,phishing
2.00,8.50,2.00,18.00,0.46,0.11,0.39,1.17,2.00,0.83,17.00,9.00,1.00,0.83,phishing
2.00,5.50,2.00,12.00,0.59,0.17,0.26,2.25,2.00,0.83,11.00,22.00,1.00,0.84,phishing
2.00,9.50,2.00,20.00,0.41,0.10,0.43,0.95,1.00,0.85,19.00,10.00,1.00,0.84,phishing
2.00,9.00,2.00,19.00,0.43,0.11,0.41,1.05,2.00,0.79,18.00,6.00,1.00,0.90,phishing
2.00,5.50,2.00,12.00,0.59,0.17,0.26,2.25,2.00,0.75,11.00,11.00,1.00,0.84,phishing
3.00,4.67,3.00,16.00,0.50,0.13,0.35,1.44,4.00,0.63,13.00,7.00,2.00,0.88,phishing
2.00,5.00,2.00,11.00,0.61,0.18,0.24,2.55,2.00,0.73,10.00,10.00,1.00,0.95,phishing
2.00,4.00,2.00,9.00,0.65,0.22,0.20,3.33,2.00,0.78,8.00,10.00,1.00,0.93,phishing
3.00,2.67,3.00,10.00,0.63,0.20,0.22,2.90,2.00,0.40,8.00,9.00,2.00,0.88,phishing
2.00,7.50,2.00,16.00,0.50,0.13,0.35,1.44,2.00,0.44,14.00,9.00,1.00,0.89,phishing
2.00,9.50,2.00,20.00,0.41,0.10,0.43,0.95,1.00,0.90,19.00,8.00,1.00,0.82,phishing
3.00,9.00,3.00,29.00,0.22,0.07,0.63,0.34,2.00,0.69,27.00,8.00,2.00,0.80,phishing
2.00,7.00,2.00,15.00,0.52,0.13,0.33,1.60,1.00,0.87,14.00,11.00,1.00,0.85,phishing
2.00,7.00,2.00,15.00,0.52,0.13,0.33,1.60,2.00,0.87,14.00,6.00,1.00,0.88,phishing
2.00,4.00,2.00,9.00,0.65,0.22,0.20,3.33,3.00,0.78,8.00,8.00,1.00,0.93,phishing
2.00,6.00,2.00,13.00,0.57,0.15,0.28,2.00,3.00,0.77,12.00,10.00,1.00,0.92,phishing
2.00,8.50,2.00,18.00,0.46,0.11,0.39,1.17,2.00,0.89,17.00,6.00,1.00,0.82,phishing
2.00,5.50,2.00,12.00,0.59,1.75,0.26,2.25,2.00,0.42,10.00,17.00,1.00,1.00,phishing
2.00,5.50,2.00,12.00,0.59,1.75,0.26,2.25,2.00,0.42,10.00,17.00,1.00,1.00,phishing
2.00,5.50,2.00,12.00,0.59,1.75,0.26,2.25,2.00,0.42,10.00,17.00,1.00,1.00,phishing
2.00,5.50,2.00,12.00,0.59,1.75,0.26,2.25,2.00,0.42,10.00,17.00,1.00,1.00,phishing
2.00,5.50,2.00,12.00,0.59,1.75,0.26,2.25,2.00,0.42,10.00,17.00,1.00,1.00,phishing
2.00,5.50,2.00,12.00,0.59,1.75,0.26,2.25,2.00,0.42,10.00,17.00,1.00,1.00,phishing
3.00,12.00,3.00,38.00,0.02,0.05,0.83,0.03,2.00,0.74,36.00,0.00,2.00,0.73,phishing
3.00,12.33,3.00,39.00,0.00,0.05,0.85,0.00,2.00,0.69,37.00,0.00,2.00,0.73,phishing
3.00,7.33,3.00,24.00,0.33,0.08,0.52,0.63,2.00,0.38,21.00,14.00,2.00,0.81,phishing
3.00,4.67,3.00,16.00,0.50,0.13,0.35,1.44,3.00,0.50,14.00,9.00,2.00,0.81,phishing
2.00,5.00,2.00,11.00,0.61,0.18,0.24,2.55,2.00,0.45,9.00,9.00,1.00,0.82,phishing
2.00,7.00,2.00,15.00,0.52,0.13,0.33,1.60,1.00,0.80,14.00,11.00,1.00,0.85,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,4.00,0.53,15.00,11.00,2.00,0.88,phishing
2.00,6.00,2.00,13.00,0.57,0.15,0.28,2.00,1.00,0.77,12.00,10.00,1.00,0.86,phishing
2.00,6.50,2.00,14.00,0.54,0.14,0.30,1.79,2.00,0.79,13.00,8.00,1.00,0.85,phishing
2.00,7.50,2.00,16.00,0.50,0.13,0.35,1.44,3.00,0.63,14.00,6.00,1.00,0.91,phishing
2.00,11.50,2.00,24.00,0.33,0.08,0.52,0.63,1.00,0.88,23.00,7.00,1.00,0.87,phishing
2.00,8.50,2.00,18.00,0.46,0.11,0.39,1.17,1.00,0.83,17.00,19.00,1.00,0.81,phishing
4.00,6.50,4.00,29.00,0.22,0.07,0.63,0.34,4.00,0.45,23.00,5.00,3.00,0.82,phishing
3.00,4.33,3.00,15.00,0.52,0.13,0.33,1.60,2.00,0.67,13.00,16.00,2.00,0.90,phishing
3.00,8.00,3.00,26.00,0.28,0.08,0.57,0.50,2.00,0.69,22.00,11.00,2.00,0.80,phishing
3.00,12.00,3.00,38.00,0.02,0.05,0.83,0.03,2.00,0.61,35.00,0.00,2.00,0.75,phishing
3.00,12.00,3.00,38.00,0.02,0.05,0.83,0.03,2.00,0.47,35.00,0.00,2.00,0.74,phishing
3.00,10.33,3.00,33.00,0.13,0.06,0.72,0.18,2.00,0.58,27.00,4.00,2.00,0.80,phishing
3.00,7.00,3.00,23.00,0.35,0.09,0.50,0.70,3.00,0.74,19.00,6.00,2.00,0.81,phishing
2.00,11.00,2.00,23.00,0.35,0.09,0.50,0.70,1.00,0.57,21.00,8.00,1.00,0.80,phishing
3.00,5.33,3.00,18.00,0.46,0.11,0.39,1.17,3.00,0.67,16.00,5.00,2.00,0.87,phishing
3.00,9.33,3.00,30.00,0.20,0.07,0.65,0.30,3.00,0.60,28.00,4.00,2.00,0.75,phishing
4.00,6.25,4.00,28.00,0.24,0.07,0.61,0.39,3.00,0.36,24.00,5.00,3.00,0.80,phishing
2.00,7.50,2.00,16.00,0.50,0.13,0.35,1.44,2.00,0.75,14.00,13.00,1.00,0.86,phishing
2.00,7.00,2.00,15.00,0.52,0.13,0.33,1.60,4.00,0.80,14.00,6.00,1.00,0.80,phishing
4.00,6.00,4.00,27.00,0.26,0.07,0.59,0.44,3.00,0.41,24.00,7.00,3.00,0.74,phishing
2.00,8.50,2.00,18.00,0.46,0.11,0.39,1.17,2.00,0.83,17.00,9.00,1.00,0.80,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,3.00,0.79,15.00,8.00,2.00,0.88,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,3.00,0.47,14.00,16.00,2.00,0.86,phishing
2.00,7.00,2.00,15.00,0.52,0.13,0.33,1.60,3.00,0.80,14.00,14.00,1.00,0.88,phishing
2.00,6.00,2.00,13.00,0.57,0.15,0.28,2.00,1.00,0.77,12.00,14.00,1.00,0.96,phishing
3.00,4.67,3.00,16.00,0.50,0.13,0.35,1.44,3.00,0.56,8.00,8.00,2.00,0.94,phishing
3.00,6.33,3.00,21.00,0.39,0.10,0.46,0.86,2.00,0.67,16.00,11.00,2.00,0.85,phishing
3.00,5.33,3.00,18.00,0.46,0.89,0.39,1.17,2.00,0.61,15.00,17.00,2.00,0.86,phishing
3.00,5.33,3.00,18.00,0.46,0.33,0.39,1.17,3.00,0.56,14.00,10.00,2.00,0.79,phishing
4.00,4.00,4.00,19.00,0.43,0.11,0.41,1.05,3.00,0.47,16.00,7.00,3.00,0.81,phishing
3.00,8.67,3.00,28.00,0.24,0.07,0.61,0.39,3.00,0.39,25.00,6.00,2.00,0.75,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,4.00,0.63,17.00,6.00,2.00,0.80,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,3.00,0.65,15.00,5.00,2.00,0.82,phishing
3.00,6.33,3.00,21.00,0.39,0.10,0.46,0.86,3.00,0.67,19.00,6.00,2.00,0.82,phishing
3.00,4.67,3.00,16.00,0.50,0.13,0.35,1.44,2.00,0.56,14.00,14.00,2.00,0.86,phishing
3.00,3.67,3.00,13.00,0.57,0.15,0.28,2.00,2.00,0.46,11.00,14.00,2.00,0.86,phishing
5.00,5.00,5.00,29.00,0.22,0.07,0.63,0.34,4.00,0.41,25.00,8.00,4.00,0.70,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,2.00,0.65,15.00,7.00,2.00,0.75,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,2.00,0.59,15.00,11.00,2.00,0.85,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,3.00,0.42,16.00,9.00,2.00,0.82,phishing
4.00,2.75,4.00,14.00,0.54,0.14,0.30,1.79,3.00,0.43,9.00,11.00,3.00,0.78,phishing
4.00,5.25,4.00,24.00,0.33,0.08,0.52,0.63,3.00,0.63,21.00,6.00,3.00,0.80,phishing
3.00,7.67,3.00,25.00,0.30,0.08,0.54,0.56,2.00,0.72,23.00,7.00,2.00,0.86,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,2.00,0.63,17.00,11.00,2.00,0.82,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,4.00,0.63,17.00,5.00,2.00,0.80,phishing
3.00,6.67,3.00,22.00,0.37,0.09,0.48,0.77,3.00,0.73,20.00,6.00,2.00,0.82,phishing
3.00,8.00,3.00,26.00,0.28,0.08,0.57,0.50,2.00,0.73,24.00,7.00,2.00,0.80,phishing
3.00,4.67,3.00,16.00,0.50,0.13,0.35,1.44,3.00,0.56,14.00,7.00,2.00,0.77,phishing
4.00,3.75,4.00,18.00,0.46,0.17,0.39,1.17,4.00,0.33,14.00,7.00,3.00,0.78,phishing
3.00,7.33,3.00,24.00,0.33,0.08,0.52,0.63,2.00,0.71,22.00,6.00,2.00,0.82,phishing
3.00,7.00,3.00,23.00,0.35,0.09,0.50,0.70,2.00,0.70,21.00,7.00,2.00,0.82,phishing
3.00,4.33,3.00,15.00,0.52,0.13,0.33,1.60,5.00,0.53,13.00,6.00,2.00,0.88,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,3.00,0.65,15.00,8.00,2.00,0.81,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,3.00,0.65,15.00,8.00,2.00,0.81,phishing
3.00,3.00,3.00,11.00,0.61,0.18,0.24,2.55,2.00,0.45,9.00,11.00,2.00,0.72,phishing
3.00,5.33,3.00,18.00,0.46,0.11,0.39,1.17,2.00,0.67,16.00,10.00,2.00,0.80,phishing
3.00,4.67,3.00,16.00,0.50,0.13,0.35,1.44,3.00,0.56,14.00,12.00,2.00,0.83,phishing
3.00,6.00,3.00,20.00,0.41,0.10,0.43,0.95,3.00,0.65,18.00,6.00,2.00,0.84,phishing
3.00,8.00,3.00,26.00,0.28,0.08,0.57,0.50,3.00,0.73,24.00,8.00,2.00,0.84,phishing
3.00,6.67,3.00,22.00,0.37,0.09,0.48,0.77,3.00,0.68,20.00,10.00,2.00,0.86,phishing
3.00,4.33,3.00,15.00,0.52,0.13,0.33,1.60,3.00,0.47,12.00,11.00,2.00,0.88,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,3.00,0.65,15.00,9.00,2.00,0.82,phishing
3.00,7.00,3.00,23.00,0.35,0.09,0.50,0.70,4.00,0.43,20.00,5.00,2.00,0.80,phishing
3.00,5.00,3.00,17.00,0.48,0.12,0.37,1.29,3.00,0.65,15.00,6.00,2.00,0.81,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,2.00,0.63,17.00,10.00,2.00,0.84,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,2.00,0.58,17.00,7.00,2.00,0.89,phishing
3.00,6.33,3.00,21.00,0.39,0.10,0.46,0.86,2.00,0.67,19.00,8.00,2.00,0.80,phishing
3.00,7.00,3.00,23.00,0.35,0.09,0.50,0.70,3.00,0.74,21.00,6.00,2.00,0.73,phishing
3.00,6.67,3.00,22.00,0.37,0.09,0.48,0.77,3.00,0.73,20.00,11.00,2.00,0.77,phishing
3.00,5.67,3.00,19.00,0.43,0.11,0.41,1.05,3.00,0.63,17.00,6.00,2.00,0.83,phishing
4.00,7.25,4.00,32.00,0.15,0.06,0.70,0.22,3.00,0.69,29.00,2.00,3.00,0.77,phishing
